course,college_code,college_name,type,SM,EZ,MU,LA,DV,VK,BH,BX,KN,KU,SC,ST,EW,Other Categories,page
Information Technology,UCK,"University College of Engineering, Kariavattom, Thiruvananthapuram",N,34417,42588,36120,34585,-,34575,35125,36633,65192,-,63578,52167,55720,"FW:26784, MG:44836",32
Information Technology,VDA,"College of Engineering, Vadakara",N,42073,46273,45834,57400,-,47653,43636,-,-,-,66963,-,50690,FW:28509,32
Information Technology,KMC,"KMCT College of Engineering, Kozhikode",S,49982,57837,50581,-,-,-,-,-,-,-,-,-,-,FW:39960,32
Information Technology,MEA,"M E A Engineering College, Vengoor",S,40924,57201,41724,-,-,-,-,-,-,-,-,-,-,FW:30242,32
Information Technology,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,11033,13036,13706,21259,-,22381,12370,-,-,-,66330,-,-,FW:10694,32
Information Technology,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,31085,42257,31888,39434,-,-,46341,-,-,-,-,-,-,FW:30102,32
Information Technology,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,35811,38474,40239,47951,-,-,45152,-,-,-,-,-,-,FW:31677,32
Mechanical Engineering,IDK,"Government Engineering College, Idukki",G,-,21544,17491,48282,53746,21944,34024,34468,47985,-,58677,-,55459,FW:14820,32
Mechanical Engineering,KKE,"Government Engineering College, Kozhikkode",G,9575,16560,15599,28335,40741,16067,15672,45820,33150,58817,46087,-,24628,FW:12198,32
Mechanical Engineering,KNR,"Government College of Engineering, Kannur",G,11125,15401,15258,32457,43939,15396,15780,-,-,-,49708,36616,27045,"FW:10039, SD:18708",32
Mechanical Engineering,KTE,"Government Rajiv Gandhi Institute of Technology, Kottayam",G,10985,12155,12132,25107,38130,12214,12805,36570,28529,53623,42659,67385,14652,"DK:53230, FW:8999",32
Mechanical Engineering,MAC,"Mar Athanasius College of Engineering, Kothamangalam",G,10298,11618,11010,25816,30015,10987,11643,37569,26878,42433,47548,-,-,"CC:10, FW:8984, SD:46383, XS:12227",32
Mechanical Engineering,NSS,"N S S College of Engineering, Palakkad",G,11136,14022,14048,26971,43730,14111,14499,38331,32505,-,48188,49464,20755,"FW:9746, SD:31266, XS:12229",32
Mechanical Engineering,PKD,"Government Engineering College, Palakkad",G,10473,18219,15645,29016,47956,17789,16873,47284,-,-,44767,-,24348,FW:11776,33
Mechanical Engineering,TCR,"Government Engineering College, Thrissur",G,4626,6303,5742,15943,17990,8025,5427,16853,14788,49915,26095,63921,10879,"FW:3993, PI:11",33
Mechanical Engineering,TKM,"T K M College of Engineering, Kollam",G,7233,8239,8186,17070,24048,10346,9062,33515,21503,61910,34654,64343,-,"CC:3, FW:5553",33
Mechanical Engineering,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,8986,9790,11066,18459,34763,11838,10463,15664,25400,46030,38284,-,14003,FW:8405,33
Mechanical Engineering,TVE,"College of Engineering, Thiruvananthapuram",G,2520,3634,3231,6673,8224,3860,3240,8585,11489,11418,19721,65544,6893,"FW:1829, RP:4451",33
Mechanical Engineering,WYD,"Government Engineering College, Wayanad",G,-,21393,16920,54703,64457,22428,34075,44535,60570,-,59735,-,59270,FW:15838,33
Mechanical Engineering,ADR,"College of Engineering, Adoor",N,28108,33218,30944,59894,64481,29098,31242,-,-,-,66740,-,45355,"FW:22122, MG:42943",33
Mechanical Engineering,CEM,"College of Engineering Muttathara, Thiruvananthapuram",N,40029,48091,51668,62957,-,43337,44383,61829,-,-,65439,-,66638,,33
Mechanical Engineering,KNP,"College of Engineering, Karunagappally, Kollam",N,36935,42882,40274,39284,62569,59293,-,-,-,-,65589,-,67409,MG:50199,33
Mechanical Engineering,KSD,"LBS College of Engineering, Kasaragod",N,35276,39526,36805,-,65897,35530,35862,-,58604,-,67417,-,66100,"FW:24727, MG:48181, XS:41261",33
Mechanical Engineering,MDL,"Model Engineering College, Ernakulam",N,9161,10135,10022,23301,26637,10370,12102,-,-,-,44121,-,16814,"FW:8343, MG:11700",33
Mechanical Engineering,MNR,"College of Engineering, Munnar",N,46954,47646,53097,61828,-,53817,55411,-,-,-,61384,-,-,MG:58823,33
Mechanical Engineering,PEC,"College of Engineering Pathanapuram, Kollam",N,52233,56509,63553,-,-,62611,57218,-,-,-,66491,-,64894,,33
Mechanical Engineering,PRN,"College of Engineering Perumon, Kollam",N,34597,39856,37099,41604,60849,35254,40940,53969,-,-,67120,-,44979,FW:28724,33
Mechanical Engineering,PRP,College of Engineering and Management Punnnapra,N,58773,63330,67070,65717,-,60046,67221,-,-,-,-,-,-,,33
Mechanical Engineering,SCT,"S C T College of Engineering, Thiruvananthapuram",N,13484,18002,15603,19722,27281,13535,17310,19316,32983,-,47016,-,24281,"FW:12037, MG:20184",33
Mechanical Engineering,TLY,"College of Engineering,Thalassery, Kannur",N,28835,33199,34121,43635,-,28867,34579,-,60279,-,67083,-,67353,FW:19908,33
Mechanical Engineering,UCC,"Institute of Engineering and Technology, Malappuram",N,60150,60885,64675,-,-,-,64382,62455,-,-,66851,-,-,,33
Mechanical Engineering,AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,53548,-,-,-,-,-,-,-,-,-,-,-,-,,33
Mechanical Engineering,AAP,"Al-Ameen Engineering College, Palakkad",S,64800,-,-,-,-,-,-,-,-,-,-,-,-,,33
Mechanical Engineering,AIK,"Albertian Institute of Science and Technology, Kochi",S,58859,-,62768,62177,-,-,63907,-,-,-,-,-,-,FW:48155,34
Mechanical Engineering,AJC,"Amal Jyothi College of Engineering, Kottayam",S,34339,42680,39008,66254,42334,-,43188,-,-,-,67440,-,-,FW:27274,34
Mechanical Engineering,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,59522,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,37351,47103,46506,62461,58872,41326,38631,-,-,-,66062,-,53275,FW:28962,34
Mechanical Engineering,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,59115,63580,64014,-,-,-,-,-,-,-,-,-,-,FW:48863,34
Mechanical Engineering,BJK,"Bishop Jerome Institute, Kollam",S,56127,61919,62400,-,-,-,-,-,-,-,-,-,-,FW:55023,34
Mechanical Engineering,BMC,"Baselios Mathews II College of Engineering, Kollam",S,60827,-,61266,-,-,-,-,-,-,-,-,-,-,FW:33912,34
Mechanical Engineering,CCE,"Christ College of Engineering, Thrissur",S,28900,35451,34345,55331,47359,-,30568,-,-,-,67463,-,-,FW:24134,34
Mechanical Engineering,CEN,"College of Engineering and Technology, Payyanur",S,56862,57634,57948,-,-,-,62074,-,-,-,-,-,-,,34
Mechanical Engineering,CMA,"Carmel College of Engineering and Technology,Alappuzha",S,48838,55080,64606,49977,-,51266,55406,-,-,-,-,-,-,FW:34562,34
Mechanical Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,66563,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,ECE,"ICCS College of Engineering and Management, Thrissur",S,52376,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,62537,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,FIT,"Federal Institute of Science and Technology, Ernakulam",S,23401,26221,29257,38438,52467,24907,24864,-,-,58748,63271,-,37469,FW:19354,34
Mechanical Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,64227,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,57768,-,58842,-,-,-,-,-,-,-,66951,-,-,FW:38660,34
Mechanical Engineering,IES,"I E S College of Engineering, Thrissur",S,66332,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,63966,-,-,-,-,-,-,-,-,-,-,-,-,,34
Mechanical Engineering,JEC,"Jyothi Engineering College, Thrissur",S,41543,45680,44012,60689,-,44514,49161,-,-,-,65941,-,-,FW:36082,35
Mechanical Engineering,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,65969,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,67064,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,KMC,"KMCT College of Engineering, Kozhikode",S,59980,62992,63241,-,-,-,60823,-,-,-,-,-,-,,35
Mechanical Engineering,KME,"K M E A Engineering College, Cochin",S,58244,-,64595,-,-,-,-,-,-,-,-,-,-,FW:41782,35
Mechanical Engineering,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,65770,67333,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,61765,63062,62066,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,38636,51476,49084,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,33304,49316,41662,57021,-,37397,34979,-,-,-,54138,-,-,FW:27079,35
Mechanical Engineering,MCE,"Marian Engineering College, Thiruvananthapuram",S,46728,54862,51312,47038,-,-,48315,-,-,-,-,-,-,FW:42017,35
Mechanical Engineering,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,66474,-,-,-,-,-,-,-,-,-,-,-,-,FW:54956,35
Mechanical Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,59141,-,59506,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MEA,"M E A Engineering College, Vengoor",S,42982,-,43830,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MEE,"MES College of Engineering and Technology, Ernakulam",S,59775,-,62586,-,-,-,-,-,-,-,62132,-,-,FW:50712,35
Mechanical Engineering,MEK,"MES Institute of Technology and Management, Kollam",S,66190,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MET,"Mets School of Engineering, Thrissur",S,61385,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MGE,"MGM College of Engineering & Technology, Ernakulam",S,67212,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MGP,"Saintgits College of Engineering, Kottayam",S,33048,46994,43298,67483,38890,42735,34543,-,-,-,66171,-,-,FW:34349,35
Mechanical Engineering,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,66959,-,-,-,-,-,-,-,-,-,-,-,-,,35
Mechanical Engineering,MLM,"Mangalam College of Engineering, Kottayam",S,66702,-,-,-,-,-,-,-,-,-,-,-,-,FW:54080,36
Mechanical Engineering,MLT,"Malabar Institute of Technology, Kannur",S,66398,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,63402,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,20591,22168,22269,39460,42846,28492,33003,-,-,-,66544,-,27753,FW:17045,36
Mechanical Engineering,MZC,"Mount Zion College of Engineering, Pathanamthitta",S,48039,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,NIE,"Nirmala College of Engineering Technology and Management, Thirissur",S,66141,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,PAA,"P A Aziz College of Engineering and Technology, Thiruvananthapuram",S,65083,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,PRC,"Providence College of Engineering, Chengannur",S,50955,53298,-,-,-,-,-,-,-,-,-,-,61566,FW:23119,36
Mechanical Engineering,RCE,"Royal College of Engineering and Technology, Thrissur",S,66614,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,18328,21059,19822,34686,33382,30268,24937,54116,51993,-,61260,-,-,FW:19114,36
Mechanical Engineering,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,53000,67319,64075,-,-,62450,62482,-,-,-,-,-,65278,,36
Mechanical Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,51989,64286,61411,-,-,53875,61780,-,-,-,64709,-,59879,,36
Mechanical Engineering,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,31407,41830,32385,-,-,-,-,-,-,-,-,-,48873,FW:30585,36
Mechanical Engineering,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,66775,-,-,-,-,-,-,-,-,-,-,-,-,,36
Mechanical Engineering,SJC,"St Josephs College of Engineering and Technology, Palai",S,36701,45971,48171,63697,-,43702,37783,-,-,-,-,-,-,FW:35617,36
Mechanical Engineering,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,59719,59922,-,-,-,60253,-,-,-,-,-,-,60402,FW:48724,36
Mechanical Engineering,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,67244,-,-,-,-,-,-,-,-,-,-,-,-,FW:49271,36
Mechanical Engineering,SNM,"SNM Institute of Management and Technology, Ernakulam",S,67371,-,-,-,-,-,-,-,-,-,-,-,-,FW:58674,37
Mechanical Engineering,SNP,"Sree Narayana Institute of Technology, Adoor",S,60899,-,-,-,-,-,-,-,-,-,-,-,-,,37
Mechanical Engineering,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,63694,67075,-,-,-,-,64524,-,-,-,-,-,-,,37
Mechanical Engineering,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,66999,-,-,-,-,-,-,-,-,-,-,-,-,FW:41295,37
Mechanical Engineering,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,61520,-,-,-,-,-,-,-,-,-,-,-,-,FW:38483,37
Mechanical Engineering,STM,"St.Thomas College of Engineering and Technology,Kannur",S,56500,56584,-,-,-,-,-,-,-,-,-,-,-,FW:42143,37
Mechanical Engineering,TCE,"TOMS College of Engineering,Kottayam",S,54465,-,-,-,-,-,-,-,-,-,-,-,-,,37
Mechanical Engineering,TCT,"Trinity College of Engineering, Thiruvananthapuram",S,66797,-,-,-,-,-,-,-,-,-,-,-,-,FW:54969,37
Mechanical Engineering,TJE,"Thejus Engineering College, Thrissur",S,66513,-,-,-,-,-,-,-,-,-,-,-,-,FW:55356,37
Mechanical Engineering,TKI,"T K M Institute of Technology, Kollam",S,35292,41573,36419,-,-,-,-,-,-,-,-,-,-,FW:17665,37
Mechanical Engineering,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,42699,50258,51766,43622,56412,46799,54552,-,-,-,-,-,49264,FW:24034,37
Mechanical Engineering,UKP,"UKF College of Engineering and Technology, Kollam",S,62570,63779,66327,67477,-,63929,63171,-,-,-,-,-,-,FW:41360,37
Mechanical Engineering,UNT,"Universal Engineering College, Thrissur",S,63043,-,-,-,-,-,-,-,-,-,-,-,-,FW:44374,37
Mechanical Engineering,VAK,"Vidya Academy of Science and Technology, Thiruvananthapuram",S,61005,67232,-,-,-,-,63625,-,-,-,-,-,-,FW:52698,37
Mechanical Engineering,VAS,"Vidya Academy of Science and Technology, Thrissur",S,49134,50368,55159,55984,-,-,51462,-,-,-,-,-,64726,FW:36032,37
Mechanical Engineering,VIT,"VISAT Engineering College, Ernakulam",S,62316,-,64543,-,-,-,-,-,-,-,-,-,-,,37
Mechanical Engineering,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,44215,50417,53051,-,56819,-,-,-,-,-,-,-,-,FW:34323,37
Mechanical Engineering,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,65084,-,-,-,-,-,-,-,-,-,-,-,-,,37
Mechanical Engineering,VML,"Vimal Jyothi Engineering College, Kannur",S,44281,48213,56900,-,-,-,45677,-,-,-,-,-,-,FW:22102,37
Mechanical Engineering,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",S,67458,-,-,-,-,-,-,-,-,-,-,-,-,,38
Mechanical Engineering,YCE,"Younus College of Engineering and Technology, Kollam",S,67362,-,-,-,-,-,-,-,-,-,-,-,-,,38
Production Engineering,TCR,,G,13007,15096,13972,42762,23881,14223,16153,-,49484,-,49015,-,28028,"CC:35, FW:9343",38
Robotics and Artificial Intelligence,KTE,,G,6641,7224,7481,10863,21628,7761,8931,-,-,-,25415,63876,13500,FW:4779,38
Robotics and Artificial Intelligence,IES,,S,44137,53148,45703,66887,-,-,64856,-,-,-,67138,-,-,FW:26607,38
Artificial Intelligence and Data Science,CEC,"College of Engineering, Cherthala",N,26987,28262,28457,40065,34448,35336,33618,-,-,-,52740,-,45198,"FW:19547, MG:43976",38
Artificial Intelligence and Data Science,KNP,"College of Engineering, Karunagappally, Kollam",N,29638,32599,32013,41525,-,34124,29780,-,-,-,61110,-,50715,"FW:21956, MG:54225",38
Artificial Intelligence and Data Science,PRN,"College of Engineering Perumon, Kollam",N,22456,24250,23286,26583,60183,-,28248,-,-,-,63299,64532,36929,FW:16640,38
Artificial Intelligence and Data Science,UCE,"University College of Engineering,Thodupuzha",N,38149,44252,48212,55982,64830,51666,51915,44486,-,64731,66083,-,60159,FW:22574,38
Artificial Intelligence and Data Science,AAP,"Al-Ameen Engineering College, Palakkad",S,61294,61981,63776,-,-,65124,63718,-,-,-,63699,-,-,,38
Artificial Intelligence and Data Science,AJC,"Amal Jyothi College of Engineering, Kottayam",S,20340,26172,31065,-,-,-,24479,-,-,-,39539,-,-,FW:13970,38
Artificial Intelligence and Data Science,AWH,"AWH Engineering College, Kozhikkode",S,44056,54007,45008,-,-,53165,47128,-,-,-,63116,-,-,,38
Artificial Intelligence and Data Science,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,55632,66602,57006,-,-,-,-,-,-,-,-,-,-,FW:27765,39
Artificial Intelligence and Data Science,GIK,"Gregorian Institute of Technology,Kanjirampara,Kottayam",S,67378,-,-,-,-,-,-,-,-,-,-,-,-,FW:52044,39
Artificial Intelligence and Data Science,HGW,"Holy Grace Academy of Engineering, Thrissur",S,67406,-,-,-,-,-,-,-,-,-,-,-,-,,39
Artificial Intelligence and Data Science,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,49261,58480,49847,-,-,-,54203,-,-,-,64303,-,-,FW:34622,39
Artificial Intelligence and Data Science,JEC,"Jyothi Engineering College, Thrissur",S,29946,36931,43175,-,56441,46106,41235,-,-,-,66708,-,-,FW:18561,39
Artificial Intelligence and Data Science,KME,"K M E A Engineering College, Cochin",S,41291,52697,45004,-,-,-,59598,-,-,-,54919,-,-,FW:24695,39
Artificial Intelligence and Data Science,KMI,"KMCT Institute of Technology and Management,Kuttipuram,Malappuram",S,56369,-,58223,-,-,-,59919,-,-,-,-,-,-,FW:47781,39
Artificial Intelligence and Data Science,KMT,"KMCT Institute of Emerging Technology and Management, Mukkam, Kozhikode",S,44786,65442,46108,-,-,60459,47157,-,-,-,65307,-,63745,FW:29427,39
Artificial Intelligence and Data Science,MEA,"M E A Engineering College, Vengoor",S,39170,52948,40364,-,-,-,51571,-,-,-,66389,-,-,FW:30258,39
Artificial Intelligence and Data Science,MEE,"MES College of Engineering and Technology, Ernakulam",S,50873,64296,54585,62069,-,-,-,-,-,-,-,-,-,FW:29858,39
Artificial Intelligence and Data Science,MES,"M E S College of Engineering, Kuttippuram",S,22979,34521,23696,55686,-,-,46639,-,-,-,67456,-,-,FW:14589,39
Artificial Intelligence and Data Science,MET,"Mets School of Engineering, Thrissur",S,67293,-,-,-,-,-,-,-,-,-,-,-,-,,39
Artificial Intelligence and Data Science,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,12524,12953,13723,15794,35743,30664,12585,-,-,-,41319,-,19425,FW:10982,39
Artificial Intelligence and Data Science,NIE,"Nirmala College of Engineering Technology and Management, Thirissur",S,58369,65127,63235,-,-,-,60476,-,-,-,63430,-,63192,FW:36379,39
Artificial Intelligence and Data Science,PAA,"P A Aziz College of Engineering and Technology, Thiruvananthapuram",S,64604,-,-,-,-,-,-,-,-,-,-,-,-,,39
Artificial Intelligence and Data Science,RCE,"Royal College of Engineering and Technology, Thrissur",S,59245,64153,63720,-,-,-,66228,-,-,-,-,-,-,FW:40018,39
Artificial Intelligence and Data Science,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,6899,9180,9236,10582,28175,-,-,-,-,-,65440,-,-,FW:6708,39
Artificial Intelligence and Data Science,SJC,"St Josephs College of Engineering and Technology, Palai",S,22608,26719,37299,48378,-,-,37498,-,-,-,-,-,-,FW:22030,39
Artificial Intelligence and Data Science,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,46399,50945,46704,-,-,-,-,-,-,-,-,-,-,FW:40595,40
Artificial Intelligence and Data Science,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,59549,63830,65210,-,-,-,62977,-,-,-,60783,-,-,FW:44812,40
Artificial Intelligence and Data Science,TCE,"TOMS College of Engineering,Kottayam",S,65460,-,-,-,-,-,-,-,-,-,-,-,-,FW:40873,40
Artificial Intelligence and Data Science,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,26020,27891,35748,-,50218,44377,31015,-,-,-,-,-,-,FW:15095,40
Artificial Intelligence and Data Science,VML,"Vimal Jyothi Engineering College, Kannur",S,36474,41457,50931,-,57063,-,36547,-,-,-,55291,-,-,FW:21470,40
Bio Technology and Biochemical Engineering,SCT,"S C T College of Engineering, Thiruvananthapuram",N,11120,14389,12876,17314,37602,20948,14775,-,-,-,22332,-,29072,"FW:9514, MG:23198",40
Bio Technology and Biochemical Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,42888,62995,52786,61055,44433,-,59465,-,-,-,53039,-,52398,,40
Bio Technology and Biochemical Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,38978,59262,61946,-,-,-,-,-,-,-,-,-,-,,40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),CEA,"College of Engineering, Attingal",N,24922,29704,26534,36144,46895,30669,27298,35362,44859,-,63418,-,39742,"FW:14634, MG:39896",40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),CEK,"College of Engineering,Kottarakkara, Kollam",N,35458,38784,42002,50279,50683,37718,35790,-,-,-,67163,-,51364,"FW:28482, MG:51272",40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),CHN,"College of Engineering,Chengannoor",N,11315,13263,11676,11441,21415,-,13014,-,-,-,42410,-,14617,"FW:9114, MG:17333",40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),SCT,"S C T College of Engineering, Thiruvananthapuram",N,6703,7983,7825,9105,-,9677,8136,11442,-,33210,33627,-,10866,"FW:6253, MG:9375",40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),AIK,"Albertian Institute of Science and Technology, Kochi",S,34357,36377,38041,35109,-,-,-,-,-,-,55657,-,-,FW:30768,40
Computer Science and Engineering (Artificial Intelligence and Machine Learning),AME,"Rajadhani Institute of Science and Technology, Palakkad",S,67028,-,-,-,-,-,-,-,-,-,-,-,-,,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),CIM,"Mentor Academy for Design Entrepreneurship Innovation and Technology , Ettapilly, Ernakulam",S,65417,-,-,-,-,-,-,-,-,-,-,-,-,,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,54471,55682,57266,-,-,-,58733,-,-,-,-,-,-,FW:56638,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),KVE,"KVM College of Engineering and Information Technology, Alappuzha",S,67264,-,-,-,-,-,-,-,-,-,-,-,-,,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,63509,-,-,-,-,-,-,-,-,-,-,-,-,FW:39242,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),MEA,"M E A Engineering College, Vengoor",S,27492,59621,27711,-,-,-,54229,-,-,-,-,-,-,FW:19240,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),NCE,"Nehru College of Engineering and Research Centre, Thrissur",S,38558,42854,45445,-,-,51375,42552,-,-,-,44796,-,56071,FW:25769,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,39753,46567,43152,42231,-,-,47116,66882,-,-,53824,-,66015,FW:26831,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),SBC,"Sree Buddha College of Engineering, Alappuzha",S,35223,39357,46819,-,62506,39983,50399,-,-,-,59236,-,44661,FW:28146,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,51756,63221,59874,-,-,56931,63343,-,-,-,-,-,-,FW:31455,41
Computer Science and Engineering (Artificial Intelligence and Machine Learning),VIT,"VISAT Engineering College, Ernakulam",S,43531,57999,54856,-,-,-,51842,-,-,-,-,-,-,FW:33682,41
Computer Science and Business Systems,MDL,"Model Engineering College, Ernakulam",N,3085,3821,3715,4529,9304,4131,4432,-,-,-,34707,-,5757,"FW:2966, MG:4506",41
Computer Science and Business Systems,PRP,College of Engineering and Management Punnnapra,N,55913,62366,61091,60775,-,57369,62278,-,-,-,-,-,-,FW:44752,41
Computer Science and Business Systems,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,64727,-,-,-,-,-,-,-,-,-,-,-,-,,41
Computer Science and Business Systems,MLM,"Mangalam College of Engineering, Kottayam",S,63455,-,-,-,-,-,-,-,-,-,-,-,-,FW:61474,41
Computer Science and Business Systems,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,7678,9057,11921,12588,-,-,10294,40472,-,36762,58971,-,-,FW:10161,42
Computer Science and Engineering (Cyber Security),PTA,"College of Engineering, Kallooppara, Thiruvalla",N,30193,34934,31702,54486,-,-,33886,54598,-,-,52172,-,43086,"FW:26561, MG:49953",42
Computer Science and Engineering (Cyber Security),UCE,"University College of Engineering,Thodupuzha",N,42849,49322,47739,51013,57262,59118,53738,-,-,-,65107,-,62448,FW:25196,42
Computer Science and Engineering (Cyber Security),AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,63956,-,66783,-,-,-,-,-,-,-,-,-,-,,42
Computer Science and Engineering (Cyber Security),AAP,"Al-Ameen Engineering College, Palakkad",S,62668,-,64335,-,-,-,64379,-,-,-,-,-,-,,42
Computer Science and Engineering (Cyber Security),AJC,"Amal Jyothi College of Engineering, Kottayam",S,16973,20765,25462,-,-,-,-,50631,-,-,-,-,-,FW:19688,42
Computer Science and Engineering (Cyber Security),AME,"Rajadhani Institute of Science and Technology, Palakkad",S,67061,-,-,-,-,-,-,-,-,-,-,-,-,,42
Computer Science and Engineering (Cyber Security),CCV,"MGM TECHNOLOGICAL CAMPUS,Valanchery",S,-,-,-,-,-,-,-,-,-,-,-,-,-,FW:53159,42
Computer Science and Engineering (Cyber Security),CIM,"Mentor Academy for Design Entrepreneurship Innovation and Technology , Ettapilly, Ernakulam",S,66418,-,-,-,-,-,-,-,-,-,-,-,-,,42
Computer Science and Engineering (Cyber Security),DMC,"M. Dasan Institute of Technology, Kozhikode",S,53318,57857,53570,-,-,-,54346,-,-,-,-,-,-,FW:44339,42
Computer Science and Engineering (Cyber Security),EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,61418,-,61671,-,-,65788,-,-,-,-,-,-,-,,42
Computer Science and Engineering (Cyber Security),HGW,"Holy Grace Academy of Engineering, Thrissur",S,55971,56375,-,63087,-,-,-,-,-,-,-,-,61593,,42
